weapon,distance,direction,zcr,rms,spectral_centroid,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,dataset
m24,600m,back,0.12212082435344827,0.005475668,1916.1492696880155,-497.86383,107.22303,-2.1093628,5.403154,-4.7487655,2.4199462,-4.5759277,-0.23904559,-1.7971177,1.3317077,-0.7556241,0.26576263,-2.842355,gun_sound_test
aug,0m,center,0.10943673670977011,0.11877827,2418.0345735126148,-227.89815,67.67577,24.77887,15.442511,0.118284486,2.7196007,-2.3840797,1.5784277,-3.8612463,-0.6672142,-1.3364972,2.6387007,-1.210394,gun_sound_test
scar,0m,center,0.06651288613505747,0.12034593,1728.9107026977856,-249.91898,77.15959,23.482944,14.787172,4.007347,6.645069,2.6752386,5.460296,1.5046555,4.2909007,4.8586435,6.0306635,2.5010107,gun_sound_test
m24,50m,front,0.09656743893678162,0.014520104,2166.542093331777,-264.78766,109.47799,-14.388815,17.02773,-12.374342,13.646916,-9.8105135,14.018481,-15.248821,6.7874827,-14.962457,1.4330317,-14.721263,gun_sound_test
m24,400m,left,0.07449937140804598,0.013285811,1636.8510862613557,-297.8745,140.76639,-33.214233,29.19358,-18.503181,18.472624,-13.134581,16.932999,-16.506987,7.8454504,-14.480417,1.7372013,-14.010197,gun_sound_test
ak,600m,back,0.05512526939655173,0.0006045754,1216.2264506982915,-629.2042,160.4113,-9.988396,23.582865,-7.6832232,6.4526157,-9.286,-4.674922,-11.821436,-1.025603,-6.9232593,1.9777046,-4.2257137,gun_sound_test
m24,200m,left,0.06729301364942529,0.0006955202,1232.354394610389,-607.8547,170.00964,-26.50919,6.277484,-8.948854,10.640401,-3.6914623,-0.3524693,-7.9089,2.041712,-5.212226,1.1682025,-5.997767,gun_sound_test
ak,600m,back,0.07934850933908046,0.0014062885,1379.5027557760977,-559.5516,167.13309,-13.35741,10.3187475,-14.885797,6.2017717,-7.54479,1.28074,-5.7530417,2.3093953,-6.71397,-0.22442219,-7.4468517,gun_sound_test
m4,200m,left,0.12673424030172414,0.041422587,2049.076264908124,-286.02008,87.8261,-18.52198,-10.883459,-5.0826445,14.918749,3.6774926,-0.24837485,-3.4842327,1.1012108,-1.4178641,1.0022055,-0.4810132,gun_sound_test
ak,50m,front,0.15749595905172414,0.050244972,2360.6859663333853,-212.21132,91.691795,-47.304554,19.027672,-5.1633334,12.0908165,1.915447,4.7013955,5.401663,5.437118,-2.0311973,2.8613522,-0.6949846,gun_sound_test
ak,100m,left,0.14662468570402298,0.043334696,2286.6075063229932,-233.92664,91.34625,-24.539415,5.1959496,-8.56198,20.285337,3.927814,7.4685955,-3.9131248,-1.1175789,-6.9859734,-4.7470074,-7.0268507,gun_sound_test
m24,200m,right,0.05444616558908046,0.0006930724,1157.5778082899535,-618.89215,168.66338,-9.630072,18.159458,-12.761514,3.351252,-8.973528,-0.7058295,-6.558472,4.23325,-3.0107014,4.083848,-4.726153,gun_sound_test
ak,100m,back,0.1424041397270115,0.04708784,2162.1392465357153,-253.86157,82.91824,-29.093464,7.3830667,-11.907873,5.2283344,-1.6252725,2.4605181,-2.500903,3.1671145,-4.921787,0.08860755,-3.4678576,gun_sound_test
ump,0m,center,0.16334972162356323,0.061703425,2978.1551830676863,-216.41177,76.69183,2.6750064,16.588964,-7.796917,8.223441,-8.356815,6.0540037,-5.698311,4.2520566,-4.1453943,4.599545,-2.5646777,gun_sound_test
m4,50m,front,0.053637975933908046,0.0009898612,1242.9592793139084,-585.9141,155.64735,0.08145257,19.87983,-7.623371,8.609865,-7.268555,4.9118958,-3.1286771,7.0036664,-1.2271694,4.468011,-4.324396,gun_sound_test
m24,200m,right,0.08503951149425287,0.004043005,1440.630262848739,-542.7399,141.5925,-15.71058,-9.059415,6.009595,3.0962777,3.5733871,-5.7802672,-4.4541974,1.1414269,-0.9989786,-1.9985821,-1.0487578,gun_sound_test
m4,600m,right,0.10168597341954023,0.0024533398,1820.1543810880144,-549.90704,118.5757,5.03996,6.2309556,-0.010952763,-4.0472336,-1.3361126,-3.9803824,-3.989261,-0.10524842,-0.65328574,0.49983194,-1.1157897,gun_sound_test
m4,0m,center,0.035083288433908046,0.032028966,1156.3540486807376,-449.04135,87.4901,28.22172,12.123985,5.441289,12.40743,4.693683,4.761842,3.4859707,8.715108,7.8496556,9.864322,7.64224,gun_sound_test
m4,50m,front,0.08038119612068965,0.0017466777,1512.9612743365428,-521.25073,153.2477,-15.710503,-14.429858,-26.96648,5.540387,-10.703519,3.9394398,-10.266778,3.1298308,-3.9840117,4.870857,-3.0748649,gun_sound_test
pp,0m,center,0.13908719468390804,0.045711,2832.957066412551,-226.63708,80.48201,-1.0953645,16.794394,-7.9415956,8.553598,-5.536448,8.049324,-2.0765307,4.4101515,-3.5254874,4.487249,-0.97435737,gun_sound_test
p90,0m,center,0.07591931573275862,0.019111179,2093.0089573213563,-407.84744,82.47763,6.140589,16.517109,12.169133,15.1265135,8.921683,6.013061,4.0602055,7.3526406,6.499812,7.1976724,2.6789296,gun_sound_test
m24,50m,left,0.09991244612068965,0.020097982,2217.1228168767025,-229.34254,108.44433,-13.593777,15.113983,-12.390657,13.386528,-11.614739,14.691472,-16.897507,8.370362,-14.771289,2.3759344,-14.622881,gun_sound_test
m4,400m,right,0.08942281788793104,0.007924164,1543.4406676366802,-476.93066,124.991905,14.078801,9.579429,-0.6686844,5.2923503,0.7842602,1.6633792,-0.47039217,1.3088592,-2.959499,-2.8634198,-4.737314,gun_sound_test
mk,0m,center,0.03393274066091954,0.027847065,1327.204486727572,-398.38852,117.836266,-0.5511795,25.067072,0.5797951,8.758402,1.619579,8.3110895,2.56986,2.7815382,3.3790498,4.9079595,2.7089648,gun_sound_test
m24,0m,center,0.12397292564655173,0.034891754,2530.5097769634576,-238.7803,93.343636,-1.0430509,17.27329,-7.5601454,10.922016,-6.632472,7.593472,-4.0816936,4.1189413,-3.1746306,2.011343,-2.47222,gun_sound_test
m4,600m,back,0.06790476831896551,0.005660178,1339.042770354471,-545.3674,138.16602,7.8299694,1.9753078,-1.0890074,-3.7979984,-1.8372524,-3.3481483,-2.125368,1.2549007,-1.4738324,-0.373748,-2.5430884,gun_sound_test
pp,0m,center,0.06044023886494253,0.051679835,2158.0887028994352,-317.92456,86.7132,10.774349,19.00324,-0.0039756806,10.032503,-1.3331456,6.9206705,2.2251284,4.791603,2.5716882,4.889007,2.245112,gun_sound_test
ak,50m,left,0.07087935524425287,0.014218028,1348.1949532176445,-479.9053,92.90184,25.336908,-6.04566,-9.138546,3.6550055,1.0607053,-2.518898,-3.2771308,-0.5749727,-0.3394923,-1.0156623,-1.6313007,gun_sound_test
ak,100m,back,0.16307471264367815,0.07326533,2426.82701165922,-101.434875,89.3071,-64.55485,5.46657,-13.262707,10.626342,0.99615496,6.8515844,-2.7605345,6.3523445,-7.1951127,1.5702969,-2.571133,gun_sound_test
ak,400m,left,0.13096601113505746,0.011541649,1846.4938287467896,-351.9179,138.80212,-61.348362,4.7043014,-10.354469,9.518084,8.021998,1.0058761,-7.6172905,-2.8674111,-6.9750514,-9.656663,-5.6361732,gun_sound_test
nogun,0m,center,0.11213631465517242,0.0010466711,2354.3797053445246,-508.4961,101.37093,5.1244884,16.5604,-13.862966,8.336406,-12.566166,5.2016597,-9.710198,2.5167549,-6.898905,1.3209274,-6.3735204,gun_sound_test
m24,50m,back,0.07319728807471264,0.003772178,1412.0942715432784,-551.7331,146.35162,1.0097439,7.4627786,-3.393659,-2.2255602,-1.1190878,-4.608087,0.076396935,-0.23767067,-0.16331053,0.18017979,-2.8205748,gun_sound_test
awm,0m,center,0.048957210847701146,0.046507146,1978.1587355186396,-309.66006,99.15882,6.48844,20.13842,3.7283342,15.613618,3.755726,11.053195,5.218434,7.7425065,3.3803287,3.7793636,3.1497834,gun_sound_test
gro,0m,center,0.07747957076149425,0.08266977,2085.3107674597936,-264.5202,87.34189,7.773455,14.503154,9.347822,11.684481,5.189833,9.205923,3.7136714,4.740832,2.2054148,3.701905,2.6965292,gun_sound_test
m24,50m,left,0.05392982219827586,0.00066090154,1181.58997824043,-620.3276,166.45378,-10.703446,17.756239,-11.053176,5.6452713,-7.149817,-1.3959411,-9.147987,0.74683404,-4.591023,2.8100379,-4.304126,gun_sound_test
nogun,0m,center,0.010214619252873564,0.010843418,1214.3385075669037,-488.21857,107.78445,9.348524,26.703577,-4.3307924,16.010328,-4.507364,12.784894,-1.0483333,10.109365,2.3077579,9.206465,2.807755,gun_sound_test
m4,200m,right,0.1299445492097701,0.04941607,2022.5848053597801,-227.54631,105.4991,-24.091862,-4.650415,-8.193003,15.424861,5.8021374,3.580759,-2.680813,3.1583161,-6.6964846,-3.4262578,-3.7846353,gun_sound_test
m4,100m,front,0.05463698814655173,0.00062536786,1191.2609101651456,-628.56555,162.08995,-9.026167,23.865572,-7.961954,5.681162,-9.801072,-4.4564795,-11.257733,-0.86893815,-6.81663,1.9569925,-4.2751064,gun_sound_test
ak,200m,right,0.1287940014367816,0.023417015,1754.2139172784634,-319.49884,147.00572,-82.944405,-12.507737,-12.634109,19.293762,13.286764,0.13867393,-12.799188,-8.266252,-15.207106,-14.380749,-10.237398,gun_sound_test
m4,400m,front,0.07188959231321838,0.009237441,1566.3447432448986,-492.88516,113.645134,11.363931,-2.6505713,-3.6859758,-1.309116,-4.5704036,-4.9626527,-2.3812382,0.6053673,-0.04932169,2.3632782,-0.37527728,gun_sound_test
nogun,0m,center,0.04260394216954023,0.0024516087,1051.9884563457913,-524.2823,172.43866,-17.7382,36.551796,-4.2043176,15.005029,-3.2074049,7.83325,-5.202756,1.8396915,-7.436113,-0.5632053,-5.940963,gun_sound_test
g36c,0m,center,0.06917878951149425,0.06861773,2397.8314815817344,-299.2869,69.3199,13.099814,12.621421,5.1248374,8.833774,3.153156,3.6771567,0.35513568,4.0185065,1.7405802,2.818061,2.3244793,gun_sound_test
ak,400m,back,0.16333288433908047,0.014500484,2427.5365501900765,-327.00888,99.6271,-33.90055,15.825159,-11.116281,8.199645,-3.068456,0.9016713,2.6095464,-1.1119623,-2.8334293,2.1267467,-5.476944,gun_sound_test
g36c,0m,center,0.042755477729885055,0.03626175,1309.2363136182803,-377.63745,67.63472,17.735373,17.501656,6.2159166,9.362794,3.488652,5.2200537,4.753001,5.5178404,4.4060674,6.7504983,6.3925767,gun_sound_test
m24,100m,right,0.06371228448275862,0.00061808655,1274.4277382969183,-617.666,162.4855,-22.482674,15.8745775,-3.6167626,8.441686,-8.711883,-2.2699754,-7.8439007,0.423308,-6.6241994,2.0151505,-4.626014,gun_sound_test
m4,600m,right,0.06560367277298851,0.005847515,1369.8868369190113,-550.82446,136.0447,12.155393,2.9387674,-0.3876931,-4.904965,-2.9534867,-3.9886556,-2.604153,2.0263112,-0.36074287,0.257093,-2.4635823,gun_sound_test
tomy,0m,center,0.05423289331896552,0.0007331534,1114.9215947772118,-616.856,172.27168,-9.434466,17.977642,-12.3268385,3.3640769,-8.754744,-0.41796103,-6.2678475,4.8351393,-2.6455855,3.122595,-5.923885,gun_sound_test
m4,100m,front,0.19245577406609196,0.12289806,2688.6297443953003,-72.95764,71.81839,-29.977701,32.374615,-8.42606,10.544885,0.6105106,5.1208434,2.3969438,6.801161,-1.3637599,5.4154468,1.3237121,gun_sound_test
mini,0m,center,0.09293058548850575,0.035712298,1871.3797812285834,-401.89188,72.00831,23.239834,7.0748353,-3.3530257,-0.04082727,-2.912151,-0.8813701,-2.5816262,1.195099,0.70153934,0.79187983,-1.686082,gun_sound_test
m4,400m,left,0.06479548311781609,0.0016298908,1141.8863129168044,-573.33264,183.23524,-17.254469,-0.5398399,-16.463991,5.7590284,-0.78198224,-1.5871047,-7.1245832,-2.1105127,-5.3591766,-0.7170956,-2.8754907,gun_sound_test
m4,200m,back,0.1034875628591954,0.03586882,1731.1916268208242,-356.70062,100.18766,-21.81488,2.9002073,-6.9379125,-4.4827623,1.2868435,-2.660694,-3.5067816,-1.065946,-2.2162352,0.7542607,-1.1329908,gun_sound_test
vss,0m,center,0.12306932471264367,0.049587227,2584.1238079519903,-330.12878,58.726288,11.7870655,12.827925,3.2973163,6.1348357,-0.58251756,3.2339141,1.0821998,2.2198756,0.33219814,4.718446,2.6946518,gun_sound_test
dbs,0m,center,0.0684435614224138,0.0777709,1826.780349033899,-209.32217,112.95972,3.4295995,15.408756,-2.2817187,17.912985,1.9933721,12.33147,3.2157435,6.335576,3.558116,4.54969,1.343703,gun_sound_test
dp,0m,center,0.07555450790229885,0.0457094,2092.2832920814203,-273.84534,107.96995,2.632448,0.8884769,-18.072563,9.547022,-3.1388507,5.6875706,-3.7277772,5.703297,1.1357452,6.325122,1.3770992,gun_sound_test
m24,600m,front,0.053520114942528736,0.00074856327,1116.637391215484,-615.6415,171.92448,-8.98671,17.857721,-12.477084,3.433672,-8.060381,0.42318788,-5.5084457,5.4138737,-2.1104083,3.2162275,-6.132929,gun_sound_test
ak,100m,right,0.19104705459770116,0.059690345,2820.6666407851108,-136.89137,67.49177,-60.011375,14.137336,-13.796881,20.22751,8.087295,9.296969,-6.759248,2.0752752,-6.0588317,-3.6973326,-4.744946,gun_sound_test
ak,200m,back,0.15247283584770116,0.040368933,2158.883660736576,-239.13158,109.94189,-64.89413,-4.888895,-14.2319,0.47652233,2.3170137,-2.7821672,-3.1146083,-1.3300891,-5.590438,-5.1505136,-2.6600823,gun_sound_test
m24,600m,right,0.036604256465517244,0.0038142444,715.7508022045222,-539.36163,222.99237,-12.056478,8.528557,-3.6155381,9.079329,1.5987307,4.947271,-9.62178,-4.609108,-6.084575,-2.2119503,-10.991609,gun_sound_test
m4,600m,left,0.1005017510775862,0.0078003784,2151.75365190342,-450.3797,105.53163,9.768934,3.7009695,-4.5456734,5.4957824,-2.0740008,5.101758,-1.8419572,1.5661763,-0.7761052,2.2696178,-0.597869,gun_sound_test
dbs,0m,center,0.08523594647988506,0.061499886,1666.017405772703,-266.15604,107.59514,14.108887,2.501937,3.1319451,19.026426,6.131861,4.0476804,-0.8960151,2.3789012,-0.59190243,0.2610601,-2.1079757,gun_sound_test
m24,600m,right,0.06719760237068965,0.0013411012,1135.03161546174,-574.0305,186.59297,-34.343315,1.8987167,-7.946839,8.82215,0.06712067,-0.17798737,-10.152334,1.9786488,-1.2574217,-0.44652677,-7.2982492,gun_sound_test
ak,100m,right,0.13859891343390804,0.026557917,2224.8282867015705,-315.42065,91.403564,-34.638855,9.989104,-11.853994,20.225779,3.1803977,7.5654716,-8.986234,-0.2865507,-8.429953,-4.395026,-5.008008,gun_sound_test
m24,600m,left,0.06387504489942529,0.00083471794,1178.70216179962,-595.6985,175.66783,-26.849497,6.6905236,-6.6837974,9.262411,-6.807867,-2.197319,-7.064962,2.9865394,-4.880041,1.8275315,-5.2108,gun_sound_test
uzi,0m,center,0.06518835308908046,0.041074544,1695.6030587858693,-376.03738,78.39663,22.917774,15.086151,6.400286,9.731863,3.1274028,2.9236019,1.4485319,5.759213,2.5245724,5.5915694,4.2474246,gun_sound_test
k2,0m,center,0.10068134877873564,0.031011606,2063.556304145088,-386.52884,82.9614,18.078672,5.69422,-5.0318866,0.43510586,-4.6092234,-3.5504532,-4.531492,-2.187371,-1.9924067,0.02730522,-1.2451736,gun_sound_test
ak,600m,back,0.1389861709770115,0.018384397,2590.611780849043,-405.08514,62.39772,16.59714,12.881131,-3.7504294,3.3655524,-0.9320945,0.55334514,-2.762593,-0.3458099,-0.1279475,0.60730356,-1.8732144,gun_sound_test
m24,600m,back,0.03642465876436782,0.0041135037,677.2370253518412,-537.5355,227.09335,-1.8970995,9.473669,-9.7234745,3.4310963,-4.4276967,2.3764026,-5.302341,1.1716307,-4.6257896,-1.2017877,-6.772061,gun_sound_test
pp,0m,center,0.049389367816091954,0.0065678456,1952.2278767028588,-382.9239,108.48452,1.787073,18.642689,-2.4764128,13.584916,-3.5770354,11.219928,-2.483181,5.6464734,-1.8260711,4.234414,-1.3183137,gun_sound_test
ak,100m,front,0.1442450161637931,0.04668338,2180.867446589713,-253.25075,90.72041,-30.274996,10.881354,-5.971326,-0.38513407,-2.4918454,2.6245759,4.431538,6.866827,-3.6249359,0.26323122,-4.4768167,gun_sound_test
m24,600m,right,0.06683279454022989,0.00086645613,1171.0854096398089,-596.31836,179.4702,-25.367922,-1.7557733,-16.578955,8.341067,0.30123127,5.1364346,-6.691485,0.051044274,-3.1887677,5.1908603,-5.3305607,gun_sound_test
m4,600m,back,0.07431977370689655,0.018021334,1637.6539756585005,-439.64798,59.106544,29.990402,12.152626,-3.5579379,-0.05375826,-1.0878291,-0.65296215,-3.574578,-2.3299696,-1.8572344,0.3604254,-0.67273426,gun_sound_test
m24,400m,right,0.053783899066091954,0.0007540057,1111.7288023726455,-616.0693,171.96518,-9.425401,17.572428,-12.960084,3.8003337,-7.980817,0.1544367,-7.021486,2.6663501,-5.0680017,2.7868285,-6.2126937,gun_sound_test
m249,0m,center,0.06541285021551724,0.12596875,2020.204474158741,-246.13925,73.58741,24.190714,15.347933,5.282861,8.16606,3.8426058,6.793664,0.28009757,2.6842723,0.98335826,5.8287807,3.800375,gun_sound_test
dbs,0m,center,0.09589955998563218,0.07464979,1976.2425059886648,-257.10114,73.82953,14.052288,17.253206,2.8035305,13.715981,3.8643703,7.812991,3.0885038,7.189451,4.56986,6.0479555,1.8736029,gun_sound_test
m4,50m,front,0.08929373204022989,0.04442963,1521.72497352823,-381.99054,98.73478,25.213154,16.453718,-0.8546986,5.825729,-1.3159559,0.07841776,0.7178017,1.1779004,-1.101011,-0.790853,-2.5986533,gun_sound_test
g36c,0m,center,0.07947198275862069,0.11715125,2386.277719778625,-210.79234,85.232445,11.591164,10.814687,2.7958627,8.839531,3.8683226,5.354927,1.1439333,3.027602,-0.6240348,2.7904742,2.2503228,gun_sound_test
p90,0m,center,0.10709074173850575,0.071465835,2224.826533095648,-210.78242,109.65913,-3.366699,7.0020957,10.952131,6.1084933,6.165797,8.600929,3.2737033,5.585227,3.6052902,4.3414264,0.046908062,gun_sound_test
m4,600m,right,0.04633059446839081,0.010750943,1148.4395167509347,-505.11014,104.89163,43.134327,12.041102,4.488403,6.6940355,0.5519596,-2.4606297,-3.7669885,-2.9829185,-4.7817473,-4.5530653,-5.955821,gun_sound_test
ak,50m,left,0.15425197557471265,0.073467456,2590.898823041361,-200.82983,67.56571,-10.941512,12.775614,-4.0462666,23.92132,12.769689,10.170229,-1.3898017,4.3923974,-3.1911895,0.5769621,-2.971655,gun_sound_test
k2,0m,center,0.12464080459770115,0.0998193,2411.1100147135417,-264.58502,69.94384,22.898361,10.310251,0.09515078,5.219652,-3.9447916,-2.5343335,-6.9712453,-3.67246,-6.7929626,-0.5569614,-3.0737355,gun_sound_test
p90,0m,center,0.09844760237068965,0.030372893,2695.6125246064844,-249.10762,76.84928,-4.2734447,14.2178755,10.190695,12.939112,5.14879,9.217736,1.9238325,8.02462,2.6710293,8.811632,1.9758372,gun_sound_test
kar,0m,center,0.048064834770114945,0.002036701,1042.4945547039172,-548.25165,185.48213,-5.078476,16.521967,-4.782233,9.878377,-1.6735475,8.191958,-1.1570693,2.8238127,-4.703241,2.9507995,-5.048218,gun_sound_test
m24,600m,front,0.030228538074712645,0.002898606,675.9718505711686,-574.2282,207.34238,5.053279,23.580584,-3.2082822,9.910166,-4.3664637,-0.52318394,-6.6565166,-0.7118262,-8.64189,-4.6425786,-9.121199,gun_sound_test
m24,0m,center,0.1259821749281609,0.041603792,2554.352249340422,-254.47433,92.38176,0.061922215,18.882122,-7.3792353,9.632013,-7.441489,7.809867,-4.029648,4.233573,-3.604633,1.9436847,-2.0751374,gun_sound_test
slr,0m,center,0.1133093121408046,0.062101178,2674.802958323673,-241.71632,78.290474,10.120763,20.255033,0.17033482,12.229685,-1.0336515,7.474922,-1.7948096,3.7371066,0.0016252802,3.370493,-0.15418482,gun_sound_test
m24,200m,front,0.053727774784482756,0.0006505309,1164.7810760205716,-625.67346,165.60603,-8.685012,22.27555,-10.284938,4.3560495,-9.138161,-3.3651557,-9.577851,1.2799536,-4.641918,3.3010583,-4.11787,gun_sound_test
sks,0m,center,0.08508441091954023,0.0604661,2197.5459547472383,-198.32999,105.05128,-8.640767,18.347761,-0.64483666,12.574326,-2.7071054,11.59904,0.82206815,8.312209,2.1124458,4.4585896,1.7511177,gun_sound_test
dbs,0m,center,0.06925736350574713,0.07693609,1997.6732525521686,-218.65819,93.66433,-1.0658729,18.19397,2.354522,14.124311,3.402798,11.191657,3.93649,7.8526487,4.451219,5.896233,2.2920377,gun_sound_test
ak,0m,center,0.06875224497126436,0.07341782,1701.132880629462,-230.74055,127.84083,6.1227703,-1.5821183,6.059729,9.108575,4.5161796,7.848584,2.2899437,4.971691,2.1065304,1.1557618,-1.8338356,gun_sound_test
pump,0m,center,0.09687612248563218,0.0361571,1783.8199823813068,-323.8943,76.5223,5.94153,3.0870504,-4.809619,-0.69568425,-4.996846,1.8079292,-1.9489512,0.91206485,-0.42542744,1.6520312,-0.41910014,gun_sound_test
ak,200m,front,0.13479368714080459,0.04390975,2118.6993148333977,-254.83919,84.68392,-33.244118,8.542078,-10.067399,0.3554907,-6.158633,-0.72430277,-0.50874585,2.6950357,-4.065457,-0.99248695,-4.126418,gun_sound_test
m24,600m,left,0.07488662895114942,0.0068421992,1523.1123456444238,-539.8049,103.00583,13.891777,2.3782146,4.1981063,0.51745695,-2.4164345,-1.9839054,-5.911724,-2.2428489,-2.5062306,-1.3086843,-1.9453189,gun_sound_test
m24,600m,back,0.055961521192528736,0.0007012498,1256.380936114812,-619.20166,160.23868,-10.000062,21.9327,-9.373725,4.705648,-7.788966,-1.8546087,-9.208044,1.2958822,-5.269512,1.9038421,-4.407605,gun_sound_test
m24,400m,left,0.08351854346264367,0.0052334843,1545.0790962352169,-541.1856,113.03602,9.905679,3.3556156,0.8847733,-3.2507875,-2.0464122,-3.6594665,-4.8462253,-0.385648,-2.460211,-1.3756934,-1.7402886,gun_sound_test
ump,0m,center,0.12696434985632185,0.04585533,2521.8172217000956,-234.63043,94.39569,3.573383,14.765151,-5.4109654,9.494934,-5.9430823,8.255967,-4.958983,5.5610104,-2.7466552,4.1636267,-2.4351099,gun_sound_test
m4,400m,front,0.06785425646551724,0.001922219,1455.1738257577363,-578.9871,132.43446,2.6974487,10.548143,-0.49184698,0.95121264,1.3198055,-3.5299625,-2.2990434,-0.9276365,-1.6886588,0.5059886,-2.3399832,gun_sound_test
ak,200m,back,0.10975103268678162,0.017327355,1826.5232074193125,-435.56537,87.78576,12.344182,-2.0221908,-10.028756,5.7105756,-2.127775,-0.6054952,-2.5702715,-1.4330772,-2.739428,-0.7856596,-1.7745756,gun_sound_test
r1895,0m,center,0.05785852191091954,0.063701205,1828.3117879865863,-281.15106,83.92961,17.223873,13.222509,3.18014,7.9801006,2.8147068,5.883437,3.4411743,6.1817923,3.238543,3.9289196,1.2782983,gun_sound_test
deagle,0m,center,0.11643543462643678,0.033274986,2457.400196038974,-273.76175,95.14885,1.100012,16.242647,-7.37985,10.905594,-5.8265915,8.399588,-3.411465,4.9345393,-1.9599034,1.8338199,-1.7309612,gun_sound_test
vec,0m,center,0.05954786278735632,0.035441272,2107.0804996825636,-302.9072,98.73406,2.4197478,11.355994,0.32701984,9.447474,-0.55877477,9.413106,1.7327132,6.525639,2.1481826,3.8530927,0.9341003,gun_sound_test
m4,400m,left,0.1382341056034483,0.025935953,2035.051287657565,-322.22372,103.37904,-19.335693,-7.106855,-8.511977,8.544644,5.506685,1.064636,-3.7518146,-5.0948534,-5.739892,-2.8112652,-1.217697,gun_sound_test
ak,600m,right,0.03417407507183908,0.0013519063,872.815515554739,-609.3593,180.54448,2.5886233,27.8455,-4.2941847,10.143694,-2.8812864,3.0350394,-5.2190714,1.9280709,-5.347116,1.4709314,-6.9870186,gun_sound_test
m24,200m,right,0.0722095007183908,0.0007436554,1259.5561568709809,-599.00714,171.65521,-32.661415,1.3845413,-8.432372,12.482741,-1.5924712,-0.6383555,-10.367422,1.229772,-3.5754857,0.8510465,-6.221047,gun_sound_test
m24,200m,front,0.07509428879310345,0.006066975,1514.4151493125296,-540.5355,113.32414,13.228366,6.8926024,5.583602,-1.9184479,-3.437329,-5.2675796,-7.892029,-1.3373624,-2.0013804,-0.48709553,-0.49515125,gun_sound_test
sks,0m,center,0.09165095186781609,0.024915062,1854.261119727098,-450.43253,73.15745,25.874493,7.4569697,-3.024085,0.87368363,-3.0830874,-2.7566473,-3.3251545,-0.34926754,-0.34762943,0.7706106,0.06413248,gun_sound_test
ump,0m,center,0.16023482399425287,0.07367995,2881.9259725871043,-183.41722,80.14962,1.4282416,16.173014,-4.7564464,8.911496,-5.563729,5.9138885,-3.8033366,4.6271315,-3.9253662,4.6345115,-2.6133842,gun_sound_test
m249,0m,center,0.10957143498563218,0.10310131,2416.9971737694354,-254.77019,79.871185,13.962088,14.639708,0.615192,4.951675,-0.36229366,4.631287,-0.5295251,-0.1630364,-6.275955,0.14200392,-1.9167612,gun_sound_test
m24,100m,front,0.05421044360632184,0.0005858701,1233.873070522442,-630.423,159.1725,-10.05728,23.500242,-7.8119926,6.4596963,-8.976843,-4.11758,-11.407356,-0.76777,-6.832557,2.0279713,-4.8637047,gun_sound_test
pump,0m,center,0.11360677083333333,0.037487738,1749.8555061446002,-260.75507,138.93326,-18.420778,-21.317862,-1.7509648,14.243974,10.207959,2.5491722,-6.6627693,-0.6710599,-7.2075386,-7.8287044,-3.3772962,gun_sound_test
m4,200m,right,0.12098150143678162,0.03416518,2007.9746292621421,-325.2032,78.043465,-20.137693,6.1420546,-6.0704913,11.179874,3.6663685,-0.13802984,-3.536874,-3.1502693,-4.339842,-1.4490616,-2.879546,gun_sound_test
ump,0m,center,0.011937634698275862,0.009077179,991.7680031235398,-503.79364,130.01843,26.310242,32.586864,-2.9276125,18.54783,-4.1759195,15.420268,-0.45933366,9.992629,1.2672174,8.453218,0.6171501,gun_sound_test
m4,600m,front,0.053177756824712645,0.000652419,1172.803777025667,-625.3733,163.99759,-7.910202,23.46785,-8.796797,5.3654695,-9.092249,-3.6349218,-9.768005,0.1862766,-5.6321573,2.0805514,-4.224882,gun_sound_test
ak,50m,left,0.12314789870689655,0.042285725,2096.022442303752,-286.06607,76.28317,-5.576576,-2.529332,-9.683624,18.890055,11.248451,6.663165,-2.0407717,3.4139533,-0.8408443,1.0381256,-2.0984385,gun_sound_test
m4,200m,back,0.11676656788793104,0.04171287,1996.2551151290572,-294.43787,89.4381,-23.296457,1.0297008,-12.9595,2.5877676,-2.5838997,-1.1664236,-2.6938713,0.18635114,-1.2242109,2.1737435,0.0338673,gun_sound_test
m24,400m,front,0.06362248563218391,0.008763564,1347.9553225295524,-372.5352,165.5924,-40.979713,26.866596,-11.412778,12.535033,-8.085337,12.58358,-9.474312,3.6834383,-8.127013,-2.4505112,-8.719668,gun_sound_test
mini,0m,center,0.07274268139367816,0.02639806,1416.5756970202858,-325.51306,145.22353,-7.766052,-6.5697293,3.67776,-1.21907,-1.9767498,3.6435628,-1.6103302,1.175954,-1.0644418,-3.0670414,-4.0372863,gun_sound_test
pp,0m,center,0.13259922772988506,0.05934479,2893.901278105869,-225.61224,74.714745,-1.0637046,18.217949,-3.4878807,9.493363,-3.7296023,7.034519,0.7982935,3.408486,-1.1890426,4.7475963,-0.13258958,gun_sound_test
dp,0m,center,0.12328259698275862,0.030750267,2618.7973147205116,-292.67792,89.533966,3.5251682,16.682383,-9.500888,10.839437,-7.8152375,7.621258,-4.9225097,3.8629112,-4.0804114,3.8894408,-2.5836582,gun_sound_test
